data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date
10764581,15.00,K-salat,Saucer,Bearnaisesauce,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_44x3176_2365x4687_zoom.jpg,2025-10-18,2025-10-24
10764471,15.00,Thai Cube,Færdigretter Frost,Creamy Tom Yom Chicken & Noodles ,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_31x1460_2433x3726_zoom.jpg,2025-10-18,2025-10-24
10764683,20.00,Bonduelle,Grønt,Majs,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_20_1666x5311_3295x6864_zoom.jpg,2025-10-18,2025-10-24
10764579,12.00,Becel,Fedtstoffer,Margarine-fast Omega 3 Let,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_13_114x2612_2483x4834_zoom.jpg,2025-10-18,2025-10-24
10764571,24.95,Velsmag,Grisekød,Ribbensteg,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_8_19x150_2390x1554_zoom.jpg,2025-10-18,2025-10-24
10764543,24.95,Velsmag,Grisekød,Nakkefilet,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_8_19x150_2390x1554_zoom.jpg,2025-10-18,2025-10-24
10764719,15.00,Pågen,Kager,Gifflar kanel,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_21_2421x4649_4942x6840_zoom.jpg,2025-10-18,2025-10-24
10764497,18.00,Hatting,Sandwich & Toastbrød,Klapper Havre Sandwich ,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_3_1192x1410_2446x3033_zoom.jpg,2025-10-18,2025-10-24
10764520,15.00,Velsmag,Grisekød,Hakket grisekød 14-18%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_10_65x234_2410x2351_zoom.jpg,2025-10-18,2025-10-24
10764478,15.00,Velsmag,Grisekød,Hakket grisekød 14-18%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_2_50x193_2315x2365_zoom.jpg,2025-10-18,2025-10-24
10764523,20.00,Rose,Kylling,Hakket kylling 7-10%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_10_2377x2815_4909x4834_zoom.jpg,2025-10-18,2025-10-24
10764464,10.00,Bakkedal,Fedtstoffer,Smørbar,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_2458x1672_4767x3838_zoom.jpg,2025-10-18,2025-10-24
10764566,10.00,Løgismose,Mellemmåltider,Mango & Passionsfrugt Skyr ,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_12_81x4639_1742x6829_zoom.jpg,2025-10-18,2025-10-24
10764567,10.00,Løgismose,Mellemmåltider,Jordbær og Rabarber Skyr ,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_12_81x4639_1742x6829_zoom.jpg,2025-10-18,2025-10-24
10764568,10.00,Løgismose,Mellemmåltider,Mango & Passionsfrygt Acidophilus Skyr,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_12_81x4639_1742x6829_zoom.jpg,2025-10-18,2025-10-24
10764698,25.00,Trope,Snacknødder & Nøddeblandinger,Peanuts,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_20_2433x1273_4929x3239_zoom.jpg,2025-10-18,2025-10-24
