data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
11003388,8.00,Hello Sensitive,Babypleje,Vådservietter,1,100,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_8_0x727_2369x3157_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459980/2026-03-14/11003388.jpg
11004107,10.00,Kleenex,Lommetørklæder,Lommetørklæder,1,64,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_24_30x2493_1678x4639_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459980/2026-03-14/11004107.jpg
11003833,15.00,Murph,Kosttilskud,Træningstilskud,1,20,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_23_1598x148_3160x2510_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459980/2026-03-14/11003833.jpg
11004919,30.00,,Køkkenredskaber,Sprøjtepose,1,40,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_32_299x3879_1220x5587_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459981/2026-03-14/11004919.jpg
11003681,25.00,Hello Sensitive,Opvask,Maskinopvask-tabs,1,30,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_25_39x4612_2099x6809_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459981/2026-03-14/11003681.jpg
11003468,1.75,,Frugt,Lime,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_11_236x827_2728x3011_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459982/2026-03-14/11003468.jpg
11003818,69.00,Touch,Bleer,Bleer str 4 7-12 kg,1,36,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_24_3195x4624_4998x6851_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459982/2026-03-14/11003818.jpg
11003822,69.00,Touch,Bleer,Bleer str 5 9-14 kg,1,33,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_24_3195x4624_4998x6851_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459983/2026-03-14/11003822.jpg
11003823,69.00,Touch,Bleer,Bleer str 6 13-20 kg,1,30,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_24_3195x4624_4998x6851_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459983/2026-03-14/11003823.jpg
11003824,69.00,Touch,Bleer,Bleer str 6 Pants 13-20 kg,1,30,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_24_3195x4624_4998x6851_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459984/2026-03-14/11003824.jpg
11003390,20.00,Comfort,Husholdningspapir,Toiletpapir,1,8,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_8_2357x660_4847x3229_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459984/2026-03-14/11003390.jpg
11003335,22.00,DAVA Foods,Skalæg,Frilandsæg S/M/L,1,8,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/12/64837/Netto112026-1_4_14x4320_2488x6844_zoom.jpg,2026-03-14,2026-03-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1773459985/2026-03-14/11003335.jpg
