data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
11111536,10.00,ØGO,Frugt,Bananer,1,4,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_7_3319x3432_4890x5213_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906923/2026-05-16/11111536.jpg
11111492,13.00,,Grønt,Porrer,1,2,bdt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_5_2461x5505_3686x6871_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906923/2026-05-16/11111492.jpg
11111595,25.00,ØGO,Grønt,Avocado,1,3,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_3076x3734_4928x5937_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906923/2026-05-16/11111595.jpg
11111593,15.00,,Grønt,Cocktailtomater,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_92x4549_3060x5996_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906924/2026-05-16/11111593.jpg
11111592,16.00,,Grønt,Peberfrugt,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_97x3313_3066x4555_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906924/2026-05-16/11111592.jpg
11111582,12.00,Næmt,Grønt,Salat,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_59x1840_3055x3319_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906925/2026-05-16/11111582.jpg
11111580,30.00,,Frugt,Hindbær,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_1301x4_4949x2082_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906925/2026-05-16/11111580.jpg
11111585,15.00,Næmt,Frugt,Granatæblekerner,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_10_3033x2012_4955x3815_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906926/2026-05-16/11111585.jpg
11111479,9.00,,Grønt,Persille,1,0,bdt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_5_3703x1219_4939x3135_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906926/2026-05-16/11111479.jpg
11111011,9.00,Brunchy,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_3_3076x916_4939x2503_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906927/2026-05-16/11111011.jpg
11111494,20.00,Brunchy,Bacon,Bacontern,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_5_3708x5089_4933x6817_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906927/2026-05-16/11111494.jpg
11111857,55.00,Rose,Kylling,Hakket kylling 7-10%,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_0x15_2931x2342_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906928/2026-05-16/11111857.jpg
11111610,25.00,,Kylling,Kyllingeoverlår,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_2537x2935_4939x4825_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906928/2026-05-16/11111610.jpg
11111607,25.00,,Kylling,Kyllingestrimler,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_2537x2935_4939x4825_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906928/2026-05-16/11111607.jpg
11111605,55.00,Rose,Kylling,Kyllingebrystfilet,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_0x15_2931x2342_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906929/2026-05-16/11111605.jpg
11111613,30.00,Rose,Kylling,Kyllingeinderfileter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_86x4873_2418x6903_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906929/2026-05-16/11111613.jpg
11111597,24.95,Velsmag,Grisekød,Flæskesteg,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_11_2456x263_4895x2557_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906930/2026-05-16/11111597.jpg
11111482,20.00,Velsmag,Grisekød,Hakket grisekød 8-12%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_5_1214x3448_2499x4927_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906930/2026-05-16/11111482.jpg
11111606,20.00,Velsmag,Grisekød,Hakket grisekød 8-12%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_86x3000_2504x4819_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906931/2026-05-16/11111606.jpg
11111851,55.00,Velsmag,Grisekød,Grisekoteletter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_11_38x1332_2407x4825_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906931/2026-05-16/11111851.jpg
11111856,55.00,Velsmag,Kalve- og grisekød,Hakket kalv og grisekød 8-12%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_11_38x1332_2407x4825_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906932/2026-05-16/11111856.jpg
11111601,20.00,Velsmag,Grisekød,Nakkekoteletter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_11_2429x2568_4944x4819_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906932/2026-05-16/11111601.jpg
11111844,20.00,Velsmag,Grisekød,Grisekoteletter,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_11_2429x2568_4944x4819_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906933/2026-05-16/11111844.jpg
11111618,69.00,Velsmag,Oksekød,Hakket oksekød 8-12%,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_12_2510x4862_4949x6827_zoom.jpg,2026-05-16,2026-05-22,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906933/2026-05-16/11111618.jpg
11111626,39.00,Velsmag,Oksekød,Nyretappe,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/21/65373/Netto202026-1_13_92x1721_4863x6903_zoom.jpg,2026-05-01,2026-05-31,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906933/2026-05-16/11111626.jpg
11087465,39.00,Velsmag,Oksekød,Nyretappe,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/19/65241/Netto182026-1_8_144x3939_3148x6830_zoom.jpg,2026-05-01,2026-05-31,https://res.cloudinary.com/dfqzmnlga/image/upload/v1778906934/2026-05-16/11087465.jpg
