data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
10944373,25.00,,Hobbyartikler,Klistermærker,1,500,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_28_221x4637_1725x6731_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039481/2026-01-31/10944373.jpg
10944276,30.00,Fixer,Beslag og befæstelse,Søm,1,600,ks,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_35_125x3554_2315x5220_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039481/2026-01-31/10944276.jpg
10945426,30.00,Fixer,El-artikler,Kabelbindere,1,225,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_35_125x3554_2315x5220_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039484/2026-01-31/10945426.jpg
10944274,30.00,Fixer,Beslag og befæstelse,Krogesæt,1,172,ks,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_35_125x3554_2315x5220_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039484/2026-01-31/10944274.jpg
10944382,5.00,DKI,Husholdningsartikler,Affaldsposer,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_25_1690x743_4874x2831_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039485/2026-01-31/10944382.jpg
10944386,85.00,Futura,Kosttilskud,Mineraler,1,240,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_25_71x637_1840x2920_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039485/2026-01-31/10944386.jpg
10944336,10.00,,Partyartikler,Balloner,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_31_2477x111_4924x3450_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039485/2026-01-31/10944336.jpg
10944384,85.00,Livol Multi,Vitaminer,Vitaminer,1,165,gl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_25_71x637_1840x2920_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039486/2026-01-31/10944384.jpg
10944387,85.00,Livol Multi,Kosttilskud,Mineraler,1,165,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_25_71x637_1840x2920_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039487/2026-01-31/10944387.jpg
10944339,20.00,,Husholdningsartikler,Sugerør,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_31_88x103_2602x2883_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039487/2026-01-31/10944339.jpg
10944379,18.00,Planteliv,"Muld, spagnum, flis m.m.",Blomsterjord,1,17,sæk,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_27_243x4881_2256x6746_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039488/2026-01-31/10944379.jpg
10944381,20.00,Planteliv,"Muld, spagnum, flis m.m.",Så- Og Priklejord,1,17,sæk,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_27_2248x4844_4733x6768_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039488/2026-01-31/10944381.jpg
10932874,20.00,,Papir,Kort,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/5/64452/Netto42026-1_29_74x4298_4897x6663_zoom.jpg,2026-01-24,2026-02-20,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039489/2026-01-31/10932874.jpg
10944277,25.00,Fixer,"Tapet, lim & fuge",Lim,1,12,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_35_7x5227_2292x6864_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039489/2026-01-31/10944277.jpg
10943933,22.00,ØGO,Skalæg,Økologiske æg M/L,1,10,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/6/64540/Netto062026-1_1_2052x4370_4945x6423_zoom.jpg,2026-01-31,2026-02-06,https://res.cloudinary.com/dfqzmnlga/image/upload/v1770039490/2026-01-31/10943933.jpg
