data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
11208514,12.00,ØGO,Grønt,Hjertesalat,1,2,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_4_94x3438_2440x5823_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744144/2026-07-11/11208514.jpg
11208480,6.00,,Grønt,Majskolbe,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_1_1291x1266_4943x3383_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744144/2026-07-11/11208480.jpg
11208516,10.00,,Grønt,Kartofler,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_4_2408x3430_4935x5902_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744145/2026-07-11/11208516.jpg
11208515,12.00,,Frugt,Donutferskner,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_4_1692x0_4864x3485_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744145/2026-07-11/11208515.jpg
11208513,12.00,,Frugt,Abrikoser,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_4_118x1329_2574x3485_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744146/2026-07-11/11208513.jpg
11208540,18.00,Pedersens Udvalgte,Grønt,Tomater,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_7_1905x101_4825x2053_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744146/2026-07-11/11208540.jpg
11208507,10.00,,Grønt,Salat,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_3_1196x3273_2574x4918_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744147/2026-07-11/11208507.jpg
11208491,7.00,Brunchy,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_2_94x345_2463x2281_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744147/2026-07-11/11208491.jpg
11208539,49.00,Danpo,Kylling,Hakket kylling 3-7%,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_6_55x4902_2503x6886_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744148/2026-07-11/11208539.jpg
11208517,69.00,De Danske Familiegårde,Kylling,Kylling,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/29/65822/Netto292026-1_5_2802x179_4911x3045_zoom.jpg,2026-07-11,2026-07-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1783744148/2026-07-11/11208517.jpg
