data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
10820866,5.00,Hello Sensitive,Renseprodukter,Renseservietter,1,25,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_12_56x624_2558x3719_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205653/2025-11-15/10820866.jpg
10821142,99.00,Husk,Kosttilskud,Kosttilskud,1,225,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_26_9x4861_1734x6876_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205654/2025-11-15/10821142.jpg
10821139,99.00,Longo Vital,Vitaminer,Vitaminer,1,180,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_26_9x4861_1734x6876_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205654/2025-11-15/10821139.jpg
10821152,20.00,,Stearinlys,Juletræslys,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_27_1709x168_3256x2038_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205654/2025-11-15/10821152.jpg
10821228,20.00,,Bånd/papir,Gavemærker,1,20,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_38_2302x4574_4717x6765_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205655/2025-11-15/10821228.jpg
10820850,49.00,Comfort,Bleer,Bleer str 5 9-14 kg,1,34,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_3_179x4725_4854x6918_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205655/2025-11-15/10820850.jpg
10820849,49.00,Comfort,Bleer,Bleer str 6 13-20 kg,1,32,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_3_179x4725_4854x6918_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205656/2025-11-15/10820849.jpg
10820851,49.00,Up&Go,Bleer,Bleer str 6 13-20 kg,1,27,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_3_179x4725_4854x6918_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205656/2025-11-15/10820851.jpg
10820848,49.00,Comfort,Bleer,Bleer str 4 7-11 kg,1,26,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_3_179x4725_4854x6918_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205656/2025-11-15/10820848.jpg
10821196,10.00,,Bånd/papir,Gavepapir,1,5,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/47/63973/Netto472025-1_30_289x3365_4760x6833_zoom.jpg,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205657/2025-11-15/10821196.jpg
