data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls
11056319,12.00,,Grønt,Romainesalat,1,2,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_51x2968_2199x4971_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879718/2026-04-11/11056319.jpg
11056318,18.00,Pink lady,Frugt,Æbler,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_2214x3210_4954x4964_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879718/2026-04-11/11056318.jpg
11056308,15.00,,Grønt,Kartofler,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_3_3529x5497_4910x6856_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879719/2026-04-11/11056308.jpg
11056321,15.00,ØGO,Grønt,Sød Kartoffel,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_51x5015_2477x6849_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879719/2026-04-11/11056321.jpg
11056317,30.00,,Frugt,Vandmelon,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_2199x842_4823x3100_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879720/2026-04-11/11056317.jpg
11056305,20.00,,Grønt,Tomater,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_3_3690x3056_4910x4701_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879720/2026-04-11/11056305.jpg
11056320,20.00,ØGO,Grønt,Asparges,1,0,bdt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_2484x4905_4896x6813_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879721/2026-04-11/11056320.jpg
11056314,22.00,Driscolls,Frugt,Blåbær,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_4_51x1229_2221x3239_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879721/2026-04-11/11056314.jpg
11056271,49.00,Tulip,Bacon,Bacontern,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_14_2514x4817_4962x6834_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879722/2026-04-11/11056271.jpg
11056269,49.00,Tulip,Bacon,Baconskiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/16/65079/Netto152026-1_14_2514x4817_4962x6834_zoom.jpg,2026-04-11,2026-04-17,https://res.cloudinary.com/dfqzmnlga/image/upload/v1775879722/2026-04-11/11056269.jpg
